pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
PROTEIN ACETYLATION%GOBP%GO:0006473	0.6944971537001897	1	0.15696919583581417	0.8752982571283715	365	96	
ENDODERM FORMATION%GOBP%GO:0001706	0.6177024482109228	1	0.2295952085901165	0.8751595346982675	327	22	
REGULATION OF PHOSPHOLIPASE C ACTIVITY%GOBP%GO:1900274	0.6382575757575758	1	0.2140959028949515	0.8749554898906765	336	28	
INACTIVATION OF MAPK ACTIVITY%GOBP%GO:0000188	0.6003787878787878	1	0.2564070968886344	0.8748524811843457	316	16	
SODIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0035725	0.6314814814814815	1	0.21675847483686767	0.8748181707142337	340	26	
ACTIVATED NOTCH1 TRANSMITS SIGNAL TO THE NUCLEUS%REACTOME%R-HSA-2122948.3	0.6410748560460653	1	0.22771545718167785	0.8747966453961953	333	23	
CARGO RECOGNITION FOR CLATHRIN-MEDIATED ENDOCYTOSIS%REACTOME%R-HSA-8856825.3	0.6785046728971963	1	0.1631447261682622	0.8744952097438644	362	80	
REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002886	0.6524953789279113	1	0.20112706064553887	0.8743084728266819	352	34	
PSEUDOURIDINE SYNTHESIS%GOBP%GO:0001522	0.6436781609195402	1	0.2464111242792217	0.8741730836833876	335	18	
ACTIN NUCLEATION%GOBP%GO:0045010	0.6060606060606061	1	0.25614141113725325	0.8739459702428327	319	16	
RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES%REACTOME%R-HSA-380320.2	0.6915887850467289	1	0.16625389000023572	0.8738404983226719	369	73	
FRAGILE X SYNDROME %WIKIPATHWAYS_20210210%WP4549%HOMO SAPIENS	0.6980108499095841	1	0.16761337338808235	0.873727618215655	385	69	
LIMB MORPHOGENESIS%GOBP%GO:0035108	0.6372180451127819	1	0.23739646630538552	0.8736277553701192	338	20	
APPENDAGE MORPHOGENESIS%GOBP%GO:0035107	0.6372180451127819	1	0.23739646630538552	0.8736277553701192	338	20	
NEGATIVE REGULATION OF BINDING%GOBP%GO:0051100	0.7001897533206831	1	0.15659971741431877	0.8732379559548868	368	96	
SECOND-MESSENGER-MEDIATED SIGNALING%GOBP%GO:0019932	0.7431693989071039	1	0.14755839304849494	0.8730862765037709	407	134	
G1 S TRANSITION%REACTOME DATABASE ID RELEASE 75%69206	0.7163636363636363	1	0.1491730528746015	0.8730611562513416	393	126	
MITOTIC RECOMBINATION%GOBP%GO:0006312	0.6299810246679317	1	0.2603492162352782	0.8729821565810635	331	15	
REGULATION OF CHOLESTEROL EFFLUX%GOBP%GO:0010874	0.6382189239332097	1	0.24094662943294073	0.8725671283213903	343	19	
CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0070588	0.6934306569343066	1	0.16932229198474713	0.871954024054633	379	66	
NEGATIVE REGULATION OF MRNA PROCESSING%GOBP%GO:0050686	0.623352165725047	1	0.2287456886441958	0.8719213770504912	330	22	
MEMBRANE PROTEIN PROTEOLYSIS%GOBP%GO:0033619	0.6405959031657356	1	0.20191759411234877	0.8716535283103095	343	33	
GENES RELATED TO PRIMARY CILIUM DEVELOPMENT (BASED ON CRISPR)%WIKIPATHWAYS_20210210%WP4536%HOMO SAPIENS	0.6920222634508348	1	0.17013128820796836	0.8712899892699458	372	65	
REGULATION OF TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0022898	0.7297794117647058	1	0.15280607067353186	0.8706764875738179	396	107	
COLLAGEN CATABOLIC PROCESS%GOBP%GO:0030574	0.6337760910815939	1	0.2595879809012145	0.8704296431792329	333	15	
POSTTRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0016441	0.685981308411215	1	0.17962909050598322	0.8704295338043629	366	51	
EUKARYOTIC TRANSCRIPTION INITIATION%WIKIPATHWAYS_20210210%WP405%HOMO SAPIENS	0.6573556797020484	1	0.20343245529584061	0.8701611748481223	352	32	
SIGNALING BY BMP%REACTOME DATABASE ID RELEASE 75%201451	0.6117424242424242	1	0.2550039542935393	0.8700650053474052	322	16	
HETEROTRIMERIC G-PROTEIN SIGNALING PATHWAY-GQ ALPHA AND GO ALPHA MEDIATED PATHWAY%PANTHER PATHWAY%P00027	0.6797752808988764	1	0.17242208961619693	0.8699281649709054	362	61	
PHAGOSOME ACIDIFICATION%GOBP%GO:0090383	0.623352165725047	1	0.22820838288565581	0.8698733018292263	330	22	
MESENCHYME DEVELOPMENT%GOBP%GO:0060485	0.6998191681735986	1	0.16685358829626484	0.8697670439177293	386	69	
REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:1904356	0.6960600375234521	1	0.1789448598223789	0.869078343001789	370	52	
BRAIN-DERIVED NEUROTROPHIC FACTOR (BDNF) SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2380%HOMO SAPIENS	0.7219047619047619	1	0.15765418761297592	0.8688108908418867	378	91	
POSITIVE REGULATION OF CELLULAR CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0010676	0.6572504708097928	1	0.21955923639206049	0.8681106953154037	348	25	
PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002221	0.7195571955719557	1	0.15273844426683453	0.867708641760396	389	105	
DNA IR-DAMAGE AND CELLULAR RESPONSE VIA ATR%WIKIPATHWAYS_20210210%WP4016%HOMO SAPIENS	0.6797752808988764	1	0.17197192964181351	0.8676569545863752	362	61	
XENOBIOTIC METABOLIC PROCESS%GOBP%GO:0006805	0.6860254083484574	1	0.18849604953267377	0.8673394966652246	377	42	
TRNA PROCESSING IN THE NUCLEUS%REACTOME DATABASE ID RELEASE 75%6784531	0.6960600375234521	1	0.17856915059932718	0.8672536426480354	370	52	
RESOLUTION OF D-LOOP STRUCTURES THROUGH HOLLIDAY JUNCTION INTERMEDIATES%REACTOME%R-HSA-5693568.1	0.6490566037735849	1	0.2076842062241288	0.8670379710551058	343	30	
RESOLUTION OF D-LOOP STRUCTURES%REACTOME%R-HSA-5693537.1	0.6490566037735849	1	0.2076842062241288	0.8670379710551058	343	30	
REGULATION OF ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:0001936	0.6797752808988764	1	0.17178276155649275	0.8667025371697874	362	61	
BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY	0.6691312384473198	1	0.19924663715998842	0.8661341864793239	361	34	
VESICLE BUDDING FROM MEMBRANE%GOBP%GO:0006900	0.7238095238095238	1	0.15713978355596186	0.8659760797036998	379	91	
ALPHA6BETA4INTEGRIN%NETPATH%ALPHA6BETA4INTEGRIN	0.6942909760589319	1	0.19300271615259207	0.8658817154161619	376	39	
ARACHIDONIC ACID METABOLIC PROCESS%GOBP%GO:0019369	0.6525911708253359	1	0.22537061386258683	0.8657886443807704	339	23	
B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME%R-HSA-5250924.2	0.6934579439252336	1	0.1786453129732102	0.8656624383589273	370	51	
NEGATIVE REGULATION OF MULTI-ORGANISM PROCESS%GOBP%GO:0043901	0.7473118279569892	1	0.14909550801700244	0.8656486836861934	416	118	
POSITIVE REGULATION OF PROTEIN SECRETION%GOBP%GO:0050714	0.6779026217228464	1	0.17425626437182062	0.8654675614522296	361	58	
THE ROLE OF NEF IN HIV-1 REPLICATION AND DISEASE PATHOGENESIS%REACTOME DATABASE ID RELEASE 75%164952	0.6462962962962963	1	0.21439845707565824	0.8652933462649561	348	26	
REGULATION OF TRANSFORMING GROWTH FACTOR BETA PRODUCTION%GOBP%GO:0071634	0.6532567049808429	1	0.24388466705688772	0.865210172989716	340	18	
POSITIVE REGULATION OF DNA RECOMBINATION%GOBP%GO:0045911	0.6547169811320754	1	0.20708308442363954	0.8645284137048914	346	30	
CYTOCHROME P450 - ARRANGED BY SUBSTRATE TYPE%REACTOME%R-HSA-211897.2	0.6551724137931034	1	0.24364822568543806	0.864371368802628	341	18	
MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME%R-HSA-453279.4	0.7455830388692579	1	0.14421174666937392	0.8642856364100212	421	142	
U12 DEPENDENT SPLICING%REACTOME DATABASE ID RELEASE 75%72165	0.6953271028037383	1	0.17835430508456845	0.8642523000559925	371	51	
REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904029	0.7225225225225225	1	0.16706873656422877	0.864229226899414	400	67	
TUBE MORPHOGENESIS%GOBP%GO:0035239	0.7549194991055456	1	0.1398589961296314	0.8639926718248311	421	167	
NEURON PROJECTION GUIDANCE%GOBP%GO:0097485	0.7269303201506592	1	0.15334683039475705	0.8639759207921452	385	102	
AXON GUIDANCE%GOBP%GO:0007411	0.7269303201506592	1	0.15334683039475705	0.8639759207921452	385	102	
REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002822	0.7238095238095238	1	0.15665489948705455	0.8633039492247012	379	91	
REGULATION OF GOLGI ORGANIZATION%GOBP%GO:1903358	0.6268939393939394	1	0.25298389116100495	0.8631726171682501	330	16	
POSITIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060760	0.6727272727272727	1	0.195842782824931	0.8626004990718134	369	35	
FATTY ACID BIOSYNTHESIS%WIKIPATHWAYS_20210210%WP357%HOMO SAPIENS	0.6413662239089184	1	0.2570996035670289	0.8620858154427912	337	15	
GLYCEROLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0045017	0.7777777777777778	1	0.13809900942421882	0.8618568190462784	433	177	
REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032271	0.7621621621621621	1	0.14492948881903586	0.8617815474614987	422	138	
POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0062013	0.7107750472589792	1	0.16531804221676788	0.8613930845911164	375	72	
BIOCARTA_CXCR4_PATHWAY%MSIGDB_C2%BIOCARTA_CXCR4_PATHWAY	0.6432637571157496	1	0.25685944456618187	0.8612805335006619	338	15	
MACROMOLECULE GLYCOSYLATION%GOBP%GO:0043413	0.7535460992907801	1	0.14331454844108482	0.8612216702190902	424	144	
PROTEIN GLYCOSYLATION%GOBP%GO:0006486	0.7535460992907801	1	0.14331454844108482	0.8612216702190902	424	144	
REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910	0.697632058287796	1	0.18068853684872166	0.8611730361360448	382	47	
GONAD DEVELOPMENT%GOBP%GO:0008406	0.6542056074766355	1	0.20712069617048312	0.8607773388937551	349	29	
NEGATIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001960	0.7034990791896869	1	0.19179276225600433	0.8604534138023984	381	39	
VISUAL PERCEPTION%GOBP%GO:0007601	0.6685288640595903	1	0.20112514109234494	0.8602918782546274	358	32	
REGULATION OF NUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0030811	0.6835205992509363	1	0.17224317214688578	0.8600451995323719	364	59	
REGULATION OF GLYCOLYTIC PROCESS%GOBP%GO:0006110	0.6835205992509363	1	0.17224317214688578	0.8600451995323719	364	59	
CALCIUM ION TRANSPORT%GOBP%GO:0006816	0.731203007518797	1	0.15696470333642673	0.8597931489018514	388	89	
HISTONE EXCHANGE%GOBP%GO:0043486	0.6793478260869565	1	0.1929842584492572	0.8589575914219509	374	36	
CYTOPLASMIC SEQUESTERING OF PROTEIN%GOBP%GO:0051220	0.660482374768089	1	0.23714003738163575	0.8587818884003536	355	19	
ESTABLISHMENT OF SPINDLE LOCALIZATION%GOBP%GO:0051293	0.6641509433962264	1	0.20564248884542125	0.8585142295261418	351	30	
REGULATION OF TP53 ACTIVITY%REACTOME%R-HSA-5633007.3	0.7715827338129496	1	0.14311968428094834	0.8580848259408871	428	145	
AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	0.6811594202898551	1	0.1927608692339231	0.8579633037847368	375	36	
ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	0.678373382624769	1	0.1973530180979336	0.8579025383612299	366	34	
REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN%GOBP%GO:0033628	0.6424581005586593	1	0.21076706277736135	0.8577712574626107	344	27	
SULFUR COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0044272	0.7576853526220615	1	0.14980439280167646	0.8575641646696036	418	110	
LOSS OF PROTEINS REQUIRED FOR INTERPHASE MICROTUBULE ORGANIZATION FROM THE CENTROSOME%REACTOME%R-HSA-380284.1	0.6944444444444444	1	0.1686451604383179	0.8574319944648928	374	63	
LOSS OF NLP FROM MITOTIC CENTROSOMES%REACTOME%R-HSA-380259.1	0.6944444444444444	1	0.1686451604383179	0.8574319944648928	374	63	
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	0.6966292134831461	1	0.1714632363480078	0.8561508214191053	371	59	
POSITIVE REGULATION OF TELOMERASE RNA LOCALIZATION TO CAJAL BODY%GOBP%GO:1904874	0.6527514231499051	1	0.2553202521528496	0.8561194366791922	343	15	
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME%R-HSA-5685942.1	0.7012987012987013	1	0.16916523146037993	0.8560588523618462	377	62	
POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME DATABASE ID RELEASE 75%438064	0.676416819012797	1	0.19087628713039095	0.8559801548218405	369	38	
POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045669	0.6698656429942419	1	0.22278064138472034	0.8558389498657493	348	23	
RHO GTPASES ACTIVATE FORMINS%REACTOME%R-HSA-5663220.1	0.7541284403669725	1	0.1500954235476295	0.855628831047652	410	109	
NEUROTRANSMITTER TRANSPORT%GOBP%GO:0006836	0.7041984732824428	1	0.17197006181152452	0.8554721746437969	368	60	
DEADENYLATION-DEPENDENT MRNA DECAY%REACTOME%R-HSA-429914.2	0.7052238805970149	1	0.17371662058517945	0.8553190523968284	377	55	
REGULATION OF COMPLEMENT ACTIVATION%GOBP%GO:0030449	0.7351351351351352	1	0.1652134853049556	0.8546322047725996	407	67	
AMYLOID FIBER FORMATION%REACTOME%R-HSA-977225.6	0.711864406779661	1	0.1743644737497752	0.8539218854890888	377	54	
REGULATION OF ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0032412	0.7546816479400749	1	0.15132886180073446	0.853533869654291	402	103	
TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007179	0.7	1	0.16787379442760125	0.8535101867159351	377	63	
REGULATION OF HEART RATE BY CARDIAC CONDUCTION%GOBP%GO:0086091	0.6468330134357005	1	0.2448118594199678	0.853351170732946	336	17	
NEGATIVE REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032691	0.6546489563567363	1	0.25447207510241254	0.8532753972718142	344	15	
SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060395	0.6539923954372624	1	0.22756091353760463	0.8532684704339835	343	21	
IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS	0.6516007532956686	1	0.22366043445285472	0.852537659423084	345	22	
EXTRA-NUCLEAR ESTROGEN SIGNALING%REACTOME%R-HSA-9009391.3	0.7158878504672898	1	0.17589482197288053	0.8523343711043069	382	51	
POLYOL METABOLIC PROCESS%GOBP%GO:0019751	0.7341772151898734	1	0.1634771507586476	0.8521664988766974	405	69	
DAG AND IP3 SIGNALING%REACTOME%R-HSA-1489509.2	0.6898496240601504	1	0.20139764125148843	0.8521658134630585	366	31	
REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000377	0.7398843930635838	1	0.15312323228366242	0.8518558538400207	383	97	
PHASE I - FUNCTIONALIZATION OF COMPOUNDS%REACTOME%R-HSA-211945.5	0.6970802919708029	1	0.18612786805658194	0.8512902145643567	381	41	
EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0001837	0.7063197026022305	1	0.19079452670741728	0.8511120186290756	379	37	
REGULATION OF PROTEIN DEPOLYMERIZATION%GOBP%GO:1901879	0.7142857142857143	1	0.1774698646584982	0.8508643595708482	389	48	
REGULATION OF ATP BIOSYNTHETIC PROCESS%GOBP%GO:2001169	0.7476979742173112	1	0.16350442256858455	0.850722420122773	405	70	
CELLULAR RESPONSE TO INORGANIC SUBSTANCE%GOBP%GO:0071241	0.7364485981308411	1	0.156104919814543	0.850706449758633	393	85	
REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:2000351	0.662962962962963	1	0.21071788205639197	0.8504388686813033	357	26	
LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001909	0.6704980842911877	1	0.23965748102659207	0.850213722410563	349	18	
REGULATION OF HSF1-MEDIATED HEAT SHOCK RESPONSE%REACTOME%R-HSA-3371453.1	0.7037037037037037	1	0.1670691984932925	0.8494194301540531	379	63	
NICOTINIC ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00044	0.7255985267034991	1	0.18929792391711253	0.8492606443759945	393	39	
DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009264	0.6724137931034483	1	0.2393807720404964	0.8492320640200756	350	18	
PID_NFAT_3PATHWAY%MSIGDB_C2%PID_NFAT_3PATHWAY	0.7255985267034991	1	0.18923048807330708	0.8489581021875797	393	39	
NEURAL CREST CELL DEVELOPMENT%GOBP%GO:0014032	0.6572504708097928	1	0.2226515532452848	0.8486920564873582	348	22	
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043552	0.6808905380333952	1	0.2342208557787171	0.8482103277427007	366	19	
POSITIVE REGULATION OF CELL GROWTH%GOBP%GO:0030307	0.7532710280373832	1	0.16298418952358917	0.848172327167992	402	71	
DNA DEMETHYLATION%GOBP%GO:0080111	0.6603415559772297	1	0.2526978365475218	0.8473261625388083	347	15	
CLATHRIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:0072583	0.6793893129770993	1	0.21845452283042904	0.8472989464392807	355	24	
EXERCISE-INDUCED CIRCADIAN REGULATION%WIKIPATHWAYS_20210210%WP410%HOMO SAPIENS	0.6703703703703704	1	0.2099239829588171	0.8472347616363777	361	26	
CYCLIC-NUCLEOTIDE-MEDIATED SIGNALING%GOBP%GO:0019935	0.7236842105263158	1	0.17146326684233792	0.8471621217223101	384	56	
5HT2 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04374	0.6954887218045113	1	0.20015672714853056	0.8469151830712934	369	31	
MITOTIC NUCLEAR ENVELOPE REASSEMBLY%GOBP%GO:0007084	0.7246376811594203	1	0.17490186364454324	0.8467577554321489	399	49	
HALLMARK_ESTROGEN_RESPONSE_EARLY%MSIGDB_C2%HALLMARK_ESTROGEN_RESPONSE_EARLY	0.7786116322701688	1	0.1504835499035318	0.846638103154166	414	99	
REGULATION OF ACTIN FILAMENT ORGANIZATION%GOBP%GO:0110053	0.7963636363636364	1	0.13871675292310673	0.8461705226939694	437	158	
DOWNREGULATION OF ERBB2 SIGNALING%REACTOME%R-HSA-8863795.2	0.6591337099811676	1	0.2219731930700907	0.8461063170944227	349	22	
DEOXYRIBOSE PHOSPHATE CATABOLIC PROCESS%GOBP%GO:0046386	0.6621880998080614	1	0.24270984292424863	0.8460240819155501	344	17	
DEATH RECEPTOR SIGNALLING%REACTOME%R-HSA-73887.4	0.7791741472172352	1	0.14607694563217527	0.8459280555403986	433	117	
T-CELL ANTIGEN RECEPTOR (TCR)  SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP69%HOMO SAPIENS	0.7549909255898367	1	0.16312791827583337	0.8459139443996267	415	68	
POSITIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043372	0.6781609195402298	1	0.23833654658022763	0.8455275486767281	353	18	
HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME DATABASE ID RELEASE 75%5693579	0.708029197080292	1	0.18482288618879456	0.8453216387361868	387	41	
CANONICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL NF-KAPPAB PATHWAY	0.6610169491525424	1	0.2217050525846509	0.8450842326009689	350	22	
CERAMIDE SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CERAMIDE SIGNALING PATHWAY	0.7330895795246801	1	0.1797824689966609	0.8449854364258278	400	45	
CELLULAR RESPONSE TO LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:0071402	0.6653992395437263	1	0.22528937886955053	0.8447510634609797	349	21	
ESTABLISHMENT OF SPINDLE ORIENTATION%GOBP%GO:0051294	0.6812977099236641	1	0.21779663002616861	0.8447472396918194	356	24	
STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0006694	0.7175572519083969	1	0.16980914674751557	0.8447226134146203	375	60	
TRIF-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0035666	0.6837121212121212	1	0.20649347776376736	0.8438863124096101	360	28	
SEMAPHORIN-PLEXIN SIGNALING PATHWAY%GOBP%GO:0071526	0.6692015209125475	1	0.22489570755437424	0.8432749429984087	351	21	
CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002753	0.6892138939670932	1	0.18802954277140443	0.8432139976748353	376	38	
NEGATIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120163	0.6983240223463687	1	0.197117025233691	0.8431475794286524	374	32	
HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDB_C2%HALLMARK_IL6_JAK_STAT3_SIGNALING	0.7220149253731343	1	0.17120440258231429	0.8429497816017447	386	55	
POSITIVE REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL%GOBP%GO:0051281	0.6628787878787878	1	0.24698861144346596	0.8427169222989258	349	16	
PROTEIN SECRETION%GOBP%GO:0009306	0.7476979742173112	1	0.18307989049904366	0.8424364748668501	405	43	
BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY	0.6871401151631478	1	0.21927330719792348	0.842365098688201	357	23	
COPI-MEDIATED ANTEROGRADE TRANSPORT%REACTOME%R-HSA-6807878.1	0.7588785046728972	1	0.16025646184264386	0.8423176532940408	405	73	
POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY	0.6815642458100558	1	0.1950905431270606	0.8421819852016404	365	33	
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%R-HSA-2500257.1	0.7729831144465291	1	0.15018185210209056	0.8421360599698049	411	98	
GLYCEROPHOSPHOLIPID BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 75%1483206	0.7642585551330798	1	0.15244594660810973	0.8420586678695857	401	92	
NEGATIVE REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051148	0.6870229007633588	1	0.21710339951999807	0.8420584719340843	359	24	
FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%R-HSA-389960.2	0.6628787878787878	1	0.24679124969496746	0.84204353058138	349	16	
REGULATION OF DNA-DEPENDENT DNA REPLICATION%GOBP%GO:0090329	0.7264325323475046	1	0.18634454216307983	0.8418558017498429	392	40	
NEGATIVE REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION%GOBP%GO:0030835	0.6920222634508348	1	0.23243574648673326	0.8417457106932238	372	19	
ESTABLISHMENT OF MITOTIC SPINDLE LOCALIZATION%GOBP%GO:0040001	0.6889312977099237	1	0.21699303599219405	0.8416304153316295	360	24	
PID_TELOMERASE_PATHWAY%MSIGDB_C2%PID_TELOMERASE_PATHWAY	0.7546125461254612	1	0.17384378432836317	0.841459068984617	408	50	
AUTOPHAGY%WIKIPATHWAYS_20210210%WP4923%HOMO SAPIENS	0.6920222634508348	1	0.23230153498727735	0.8412596754955389	372	19	
NEGATIVE REGULATION OF ENDOCYTOSIS%GOBP%GO:0045806	0.7458866544789763	1	0.17878339850458635	0.8402897615890258	407	45	
NUCLEOTIDE-EXCISION REPAIR, DNA INCISION%GOBP%GO:0033683	0.6946983546617916	1	0.18735941554739877	0.8402088281297945	379	38	
PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY	0.7472527472527473	1	0.17760369978103774	0.8398128367983825	407	46	
INTEGRATED BREAST CANCER PATHWAY%WIKIPATHWAYS_20210210%WP1984%HOMO SAPIENS	0.7848101265822784	1	0.14668546552139333	0.8397096797792827	433	110	
REGULATION OF CELLULAR CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0010675	0.7695099818511797	1	0.1618836317096632	0.8394615886761099	423	68	
POSITIVE REGULATION OF CHOLESTEROL TRANSPORT%GOBP%GO:0032376	0.6879699248120301	1	0.22809175144321955	0.8393860613554487	365	20	
POSITIVE REGULATION OF STEROL TRANSPORT%GOBP%GO:0032373	0.6879699248120301	1	0.22809175144321955	0.8393860613554487	365	20	
MAMMARY GLAND DEVELOPMENT%GOBP%GO:0030879	0.6666666666666666	1	0.24592654229767297	0.8390931777198517	351	16	
BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY	0.6938775510204082	1	0.231590702355558	0.8386854573392766	373	19	
POSITIVE REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051495	0.8	1	0.1439874565140678	0.8386628492568711	443	124	
SUMOYLATION OF DNA REPLICATION PROTEINS%REACTOME DATABASE ID RELEASE 75%4615885	0.73502722323049	1	0.1822433365094125	0.8385684694748247	404	42	
REGULATORY CIRCUITS OF THE STAT3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP4538%HOMO SAPIENS	0.7380952380952381	1	0.17488430306030506	0.8384681016618735	402	48	
ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	0.7603773584905661	1	0.15936538323033148	0.8383498083178885	402	74	
GENE SILENCING BY RNA%GOBP%GO:0031047	0.7429643527204502	1	0.17183930104043382	0.837990634158439	395	53	
LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002521	0.7978339350180506	1	0.13607181291991155	0.8376523595444766	441	166	
PID_ERBB4_PATHWAY%MSIGDB_C2%PID_ERBB4_PATHWAY	0.6948176583493282	1	0.2180088876594844	0.8375076771310976	361	23	
NEGATIVE REGULATION OF CELLULAR CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0010677	0.6817325800376648	1	0.21965038886793806	0.8372523681935109	361	22	
TLR4 SIGNALING AND TOLERANCE%WIKIPATHWAYS_20210210%WP3851%HOMO SAPIENS	0.6768060836501901	1	0.22327831283171928	0.8372103166105395	355	21	
REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051153	0.697196261682243	1	0.2014249735990208	0.8371063634249158	372	29	
TYPE I INTERFERON SIGNALING PATHWAY%GOBP%GO:0060337	0.7638376383763837	1	0.1728470412134126	0.8366345160863728	413	50	
CELLULAR RESPONSE TO TYPE I INTERFERON%GOBP%GO:0071357	0.7638376383763837	1	0.1728470412134126	0.8366345160863728	413	50	
